Player_Names,Player_valuation,Age,Height,Position,Foot,Y_Contract_Left,Actual_Club,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Abdessamad Ezzalzouli,8000000,20,1.77,Left Winger,right,2.32876712328767,FC Barcelona,La Liga,0.16,0.0,0.16,0.0,0.0,0.62,0.0,0.2,0.2,0.09,0.29,0.16,2.48,0.47,18.8,0.06,0.33,16.2,0.0,0.0,0.0,0.2,0.2,0.08,-0.05,-0.05,21.41,29.33,73.0,276.67,43.76,16.29,18.93,86.1,3.26,5.28,61.8,1.09,2.33,46.7,0.0,0.09,0.78,0.31,0.47,0.16,1.4,29.33,28.55,0.78,0.16,0.0,5.43,0.62,3.26,0.16,0.0,0.0,0.0,21.88,3.88,3.57,4.34,23.28,0.62,0.47,0.31,21.41,0.0,0.0,1.71,1.4,1.71,0.93,0.0,0.31,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.16,0.0,0.0,2.33,1.55,1.4,0.62,0.31,0.78,1.24,62.5,0.47,15.67,5.12,32.7,4.34,6.05,5.28,0.93,0.0,0.0,0.93,1.71,4.03,0.0,0.0,47.48,0.0,7.14,15.83,30.26,9.31,46.71,4.5,7.29,61.7,4.66,0.31,42.36,282.26,192.72,9.16,2.64,3.57,3.72,3.41,46.09,35.53,77.1,7.76,0.62,0.0,0.0,2.64,2.95,0.31,3.26,1.71,1.55,0.0,0.0,0.0,5.74,0.47,2.17,17.6
Abdou Diallo,25000000,25,1.87,Centre-Back,left,2.32876712328767,Paris Saint-Germain,Ligue 1,0.0,0.05,0.0,0.0,0.0,0.11,0.0,0.02,0.02,0.03,0.05,0.0,0.16,0.05,33.3,0.0,0.0,11.3,0.0,0.0,0.0,0.02,0.02,0.1,-0.02,-0.02,60.47,68.12,88.8,1048.37,406.4,28.79,30.63,94.0,25.25,27.68,91.2,5.64,8.33,67.7,0.05,0.03,0.26,3.59,0.69,0.26,4.69,68.12,60.79,7.33,1.37,0.11,6.43,1.37,1.27,0.0,0.0,0.0,0.0,52.67,8.86,6.59,53.78,6.22,1.32,5.96,0.11,60.47,0.05,0.53,1.63,0.84,0.53,0.47,0.0,0.05,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,2.58,1.74,1.42,0.79,0.37,1.05,1.9,55.6,0.84,12.44,4.17,33.5,5.01,5.43,2.0,1.58,0.32,0.0,1.27,1.95,4.53,2.16,0.05,78.45,5.91,27.57,41.12,15.13,0.63,71.18,1.69,2.79,60.4,1.85,0.0,54.67,256.24,150.21,5.06,1.58,0.16,1.0,0.79,56.41,54.62,96.8,0.9,0.11,0.0,0.0,1.42,0.32,0.05,1.27,1.95,1.74,0.0,0.0,0.0,7.01,1.16,0.47,71.0
Abdoul Kader Bamba,1500000,27,1.77,Right Winger,right,0.326027397260274,Amiens SC,Ligue 1,0.29,0.1,0.29,0.0,0.1,0.2,0.0,0.27,0.2,0.18,0.37,0.29,1.37,0.59,42.9,0.21,0.5,18.7,0.1,0.0,0.1,0.27,0.2,0.14,0.02,0.1,36.41,48.48,75.1,605.56,171.76,19.83,22.48,88.2,12.46,16.19,77.0,3.24,6.48,50.0,0.1,0.18,2.26,2.45,0.98,0.2,3.34,48.48,43.68,4.81,2.26,0.1,7.85,1.08,1.96,1.67,0.29,0.88,0.49,35.33,6.28,6.87,4.42,41.61,0.98,0.69,0.2,36.41,0.2,0.88,1.28,2.55,4.12,2.65,0.69,0.39,0.0,0.29,0.1,0.29,0.2,0.0,0.1,0.0,0.0,0.0,1.86,1.28,0.69,0.79,0.39,0.59,1.47,40.0,0.88,15.11,4.91,32.5,4.02,7.75,3.34,1.28,0.0,0.0,1.28,0.69,2.55,0.29,0.0,61.73,0.49,7.66,29.74,28.56,3.73,57.51,3.53,5.59,63.2,3.83,0.2,47.21,225.05,132.2,6.97,1.28,1.57,2.06,1.86,56.14,43.87,78.1,7.16,0.2,0.0,0.0,1.08,4.22,0.0,1.96,0.69,1.28,0.0,0.0,0.0,8.74,0.79,1.08,42.1
Abdoulaye Ba,500000,31,1.97,Centre-Back,right,0.326027397260274,FC Arouca,La Liga,0.04,0.0,0.04,0.0,0.0,0.17,0.09,0.05,0.05,0.0,0.05,0.04,0.38,0.17,44.4,0.11,0.25,8.0,0.0,0.0,0.0,0.05,0.05,0.13,0.0,0.0,36.51,44.23,82.5,837.68,292.22,9.04,10.02,90.2,18.98,20.82,91.2,8.27,12.84,64.5,0.0,0.0,0.04,1.19,0.0,0.0,1.19,44.23,42.44,1.79,1.71,0.0,5.97,1.62,0.0,0.0,0.0,0.0,0.0,31.18,4.99,8.06,5.72,34.81,2.43,0.09,0.3,36.51,0.04,1.41,0.34,0.47,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,1.19,1.66,0.3,0.09,0.94,1.58,59.5,0.64,8.15,2.22,27.2,5.67,2.26,0.21,1.96,0.81,0.04,1.15,1.11,3.16,7.68,0.21,57.2,9.64,37.19,21.24,1.07,0.47,55.58,0.13,0.26,50.0,0.17,0.0,32.46,157.22,66.2,0.73,0.04,0.0,0.3,0.04,32.12,31.18,97.1,0.38,0.17,0.09,0.0,0.94,0.73,0.04,0.0,1.11,1.19,0.0,0.13,0.0,10.49,2.64,0.81,76.5
Abdoulaye Bamba,600000,31,1.82,Right-Back,right,1.32602739726027,SCO Angers,Ligue 1,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.09,0.1,0.0,0.07,0.07,100.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,44.77,58.46,76.6,761.56,365.88,22.85,25.12,91.0,17.64,22.45,78.6,3.74,8.62,43.4,0.0,0.09,0.8,2.67,0.94,0.53,3.61,58.46,45.7,12.76,0.87,0.07,6.55,0.4,2.47,0.0,0.0,0.0,0.0,34.48,9.96,14.03,1.74,42.43,1.74,11.89,0.13,44.77,0.07,0.94,1.4,2.2,1.4,1.2,0.07,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,1.14,1.34,0.6,0.13,0.67,1.34,50.0,0.67,11.43,4.01,35.1,6.41,3.34,1.67,1.6,0.07,0.0,1.54,1.2,3.27,2.81,0.07,66.75,2.54,20.71,34.28,14.57,0.53,54.19,0.33,0.8,41.7,0.47,0.07,38.49,132.83,68.95,2.27,1.14,0.13,0.53,0.4,41.76,38.35,91.8,1.67,0.13,0.0,0.0,1.0,0.6,0.0,2.47,1.2,1.14,0.0,0.07,0.0,8.02,0.67,0.74,47.6
Abdoulaye Doucouré,25000000,29,1.83,Central Midfield,right,1.32602739726027,Everton FC,Premier League,0.1,0.2,0.1,0.0,0.0,0.2,0.0,0.1,0.1,0.06,0.17,0.1,1.34,0.3,22.2,0.07,0.33,16.4,0.0,0.0,0.0,0.1,0.1,0.08,-0.01,-0.01,32.96,41.13,80.1,584.16,125.53,14.62,17.3,84.5,13.78,16.21,85.0,3.52,4.81,73.2,0.2,0.06,0.59,2.87,0.89,0.05,3.67,41.13,40.44,0.69,0.59,0.1,8.57,0.64,0.25,0.0,0.0,0.0,0.0,30.08,6.15,4.91,4.11,33.3,2.33,0.05,0.05,32.96,0.05,0.64,1.78,1.64,2.13,1.78,0.05,0.05,0.15,0.0,0.1,0.3,0.2,0.0,0.05,0.05,0.0,0.0,2.38,1.54,0.99,1.24,0.15,1.09,2.38,45.8,1.29,22.95,6.69,29.2,8.92,9.86,4.16,1.39,0.15,0.0,1.24,1.78,4.16,1.09,0.0,51.44,2.48,13.38,28.74,12.89,1.83,50.8,0.89,1.78,50.0,0.94,0.0,31.72,165.73,89.5,3.22,1.34,0.2,1.04,0.79,35.48,30.18,85.1,2.28,0.2,0.0,0.0,1.64,0.69,0.05,0.25,1.78,1.54,0.0,0.0,0.0,12.04,1.54,1.44,51.7
Abdoulaye Touré,3500000,28,1.88,Defensive Midfield,right,0.326027397260274,Fatih Karagümrük,Süper Lig,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.16,0.16,0.11,0.25,0.12,1.56,0.36,23.1,0.08,0.33,20.3,0.0,0.0,0.0,0.16,0.16,0.1,-0.04,-0.04,30.2,36.79,82.1,505.97,103.66,15.22,16.42,92.7,11.62,14.86,78.2,2.76,4.31,63.9,0.12,0.11,0.36,3.0,0.12,0.0,2.52,36.79,36.43,0.36,0.24,0.24,5.75,0.48,0.48,0.0,0.0,0.0,0.0,27.2,5.15,4.43,8.63,24.81,2.52,0.12,0.12,30.2,0.0,1.08,1.8,0.48,1.2,0.96,0.0,0.24,0.0,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,1.56,0.96,0.96,0.6,0.0,0.72,1.92,37.5,1.2,20.49,5.27,25.7,5.99,11.5,3.0,2.16,0.24,0.0,1.92,1.56,3.12,1.8,0.0,48.54,2.04,9.83,29.6,11.5,1.2,48.18,1.08,2.16,50.0,1.2,0.12,29.36,139.01,53.57,2.88,1.32,0.24,0.6,0.84,35.23,29.84,84.7,0.48,0.12,0.0,0.0,0.72,1.8,0.0,0.48,1.56,0.96,0.0,0.12,0.0,9.95,1.56,1.44,52.0
Abdul Majeed Waris,1500000,30,1.72,Centre-Forward,right,0.326027397260274,RC Strasbourg Alsace,Ligue 1,0.16,0.0,0.0,0.16,0.16,0.0,0.0,0.26,0.15,0.0,0.15,0.16,1.47,0.33,22.2,0.0,0.0,19.0,0.0,0.16,0.16,0.26,0.15,0.1,-0.1,-0.15,17.28,22.83,75.7,260.05,35.87,10.27,12.39,82.9,5.38,6.36,84.6,1.14,2.12,53.8,0.0,0.0,0.0,0.65,0.16,0.16,0.82,22.83,22.66,0.16,0.0,0.0,2.77,0.65,1.47,0.0,0.0,0.0,0.0,16.3,4.4,2.12,2.45,18.59,0.98,0.0,0.65,17.28,0.16,0.49,0.49,1.47,0.98,0.16,0.0,0.0,0.33,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.16,0.0,0.65,0.0,0.65,8.97,2.45,27.3,2.61,4.08,2.28,0.82,0.16,0.0,0.65,0.49,0.65,0.49,0.0,35.71,0.65,4.4,17.12,17.61,3.75,35.38,1.3,2.45,53.3,1.3,0.16,27.72,151.79,101.25,5.54,2.45,0.98,1.79,2.93,42.72,27.88,65.3,7.66,0.0,0.0,0.0,1.3,3.1,0.33,1.47,0.49,0.16,0.0,0.0,0.0,4.89,0.33,1.47,18.2
Aboubakar Kamara,3500000,26,1.77,Centre-Forward,right,3.32876712328767,Aris Thessaloniki,Premier League,0.16,0.0,0.16,0.0,0.0,0.16,0.16,0.13,0.13,0.11,0.24,0.16,1.78,0.48,27.3,0.09,0.33,18.2,0.0,0.0,0.0,0.13,0.13,0.07,0.03,0.03,18.26,24.4,74.8,275.82,52.19,9.69,11.63,83.3,5.49,7.59,72.3,1.29,2.75,47.1,0.0,0.11,1.29,0.65,0.81,0.48,1.45,24.4,23.27,1.13,0.0,0.0,8.56,0.65,1.62,0.0,0.0,0.0,0.0,15.51,5.66,3.23,4.2,17.61,0.81,0.32,0.0,18.26,0.0,0.48,0.48,0.81,2.91,1.62,0.0,0.48,0.32,0.48,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.16,0.16,0.16,0.0,0.97,0.0,0.97,18.26,3.39,18.6,1.62,9.37,7.27,0.16,0.0,0.0,0.16,0.16,0.65,0.48,0.0,37.81,0.32,2.75,19.23,18.9,2.91,36.68,2.26,3.88,58.3,2.26,0.0,28.92,138.8,69.8,3.39,1.13,0.32,2.42,3.07,49.12,29.08,59.2,6.14,0.16,0.16,0.0,2.42,3.07,0.16,1.62,0.16,0.48,0.0,0.0,0.0,5.33,1.94,3.55,35.3
Achraf Hakimi,70000000,23,1.81,Right-Back,right,4.32876712328767,Paris Saint-Germain,Ligue 1,0.11,0.2,0.11,0.0,0.0,0.14,0.03,0.06,0.06,0.17,0.23,0.11,0.75,0.25,33.3,0.15,0.44,17.3,0.03,0.0,0.0,0.06,0.06,0.08,0.05,0.05,55.74,62.8,88.8,840.77,254.0,31.61,33.98,93.0,20.1,22.44,89.6,2.76,3.82,72.3,0.2,0.17,1.14,2.31,1.51,0.5,3.79,62.8,54.8,8.0,0.67,0.03,6.63,0.61,2.29,0.08,0.03,0.0,0.0,48.47,10.68,3.65,6.47,47.8,0.95,7.25,0.08,55.74,0.11,0.39,1.92,1.11,1.92,1.53,0.06,0.17,0.03,0.11,0.03,0.31,0.25,0.0,0.03,0.0,0.03,0.0,2.37,1.28,1.37,0.7,0.31,1.03,2.65,38.9,1.62,16.0,4.57,28.6,6.91,4.96,4.13,1.34,0.14,0.0,1.2,1.28,3.65,1.03,0.0,72.38,2.73,20.68,28.63,27.2,3.29,64.61,1.14,2.03,56.2,1.25,0.08,50.92,230.31,140.84,6.44,1.67,0.86,1.03,1.17,57.42,52.37,91.2,4.32,0.14,0.03,0.0,0.72,0.89,0.22,2.29,1.28,1.28,0.06,0.0,0.0,4.77,0.42,0.84,33.3
Achraf Lazaar,300000,30,1.84,Left-Back,left,1.32602739726027,Portimonense SC,Serie A,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.06,0.06,0.08,0.13,0.19,1.13,0.75,66.7,0.17,0.25,19.5,0.0,0.0,0.0,0.06,0.06,0.05,0.13,0.13,22.59,32.57,69.4,359.81,89.25,12.62,14.69,85.9,7.53,10.36,72.7,2.26,6.21,36.4,0.0,0.08,0.56,0.94,0.94,0.75,0.56,32.57,28.81,3.77,0.0,0.0,6.03,1.88,3.2,0.56,0.19,0.0,0.19,18.26,6.03,8.28,20.9,7.53,0.38,3.2,0.0,22.59,0.0,0.94,0.38,1.69,1.32,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,1.88,2.07,0.38,0.0,0.75,2.82,26.7,2.07,20.52,5.65,27.5,9.41,5.65,5.46,1.32,0.19,0.0,1.13,0.56,3.01,1.88,0.0,47.64,2.82,12.43,20.9,18.64,1.51,43.87,2.82,5.84,48.4,3.2,0.0,34.08,125.21,70.8,3.39,1.51,0.19,0.94,3.01,35.21,29.94,85.0,2.82,0.0,0.0,0.0,2.45,0.75,0.0,3.2,0.56,1.88,0.0,0.0,0.0,6.21,1.13,0.75,60.0
Adalberto Peñaranda,800000,24,1.86,Centre-Forward,right,0.326027397260274,UD Las Palmas,La Liga,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.09,0.09,0.02,0.12,0.0,2.36,0.79,33.3,0.0,0.0,22.4,0.0,0.0,0.0,0.09,0.09,0.04,-0.09,-0.09,21.43,27.72,77.3,284.7,37.48,13.58,16.38,82.9,6.17,7.86,78.6,0.79,1.46,53.8,0.0,0.02,0.9,1.01,0.56,0.0,1.35,27.72,26.82,0.9,0.11,0.0,7.52,0.22,0.45,0.0,0.0,0.0,0.0,22.22,2.36,3.14,1.68,23.57,0.79,0.0,0.34,21.43,0.22,0.11,1.12,0.9,2.92,1.68,0.0,0.34,0.34,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.79,0.11,0.56,0.34,0.22,0.56,40.0,0.34,19.98,5.05,25.3,0.79,9.76,9.43,1.57,0.11,0.0,1.46,0.34,1.35,0.34,0.0,43.88,0.34,2.47,24.58,21.66,2.58,43.09,1.91,3.14,60.7,2.02,0.0,36.47,209.4,103.24,5.27,2.47,0.45,3.14,2.92,49.94,33.78,67.6,11.0,0.34,0.0,0.0,3.03,3.7,0.45,0.45,0.34,0.79,0.0,0.0,0.0,4.49,1.68,4.04,29.4
Adam Armstrong,18000000,25,1.73,Centre-Forward,right,3.32876712328767,Southampton FC,Premier League,0.15,0.15,0.15,0.0,0.0,0.08,0.0,0.31,0.31,0.13,0.44,0.15,3.23,1.05,32.6,0.05,0.14,17.2,0.0,0.0,0.0,0.31,0.31,0.1,-0.16,-0.16,13.52,19.46,69.5,234.47,38.09,6.01,7.96,75.5,6.09,8.11,75.0,1.05,2.03,51.9,0.15,0.13,0.9,0.9,0.83,0.0,1.5,19.46,17.5,1.95,0.0,0.08,3.83,0.53,1.43,0.0,0.0,0.0,0.0,13.3,3.31,2.85,3.68,13.97,0.9,0.15,0.23,13.52,0.08,0.15,0.9,0.83,1.95,1.13,0.0,0.3,0.3,0.23,0.0,0.23,0.15,0.0,0.0,0.0,0.08,0.0,0.68,0.45,0.23,0.23,0.23,0.0,0.3,0.0,0.3,14.87,4.06,27.3,1.58,5.41,7.89,0.53,0.08,0.0,0.45,0.6,1.28,0.38,0.0,30.2,0.45,2.78,12.1,17.95,5.11,28.25,1.05,2.18,48.3,1.13,0.08,21.11,124.71,69.72,4.21,1.28,1.13,1.88,1.58,40.49,21.19,52.3,6.76,0.08,0.0,0.0,0.9,0.6,0.08,1.43,0.6,0.45,0.08,0.0,0.0,3.76,0.75,2.33,24.4
Adam Bodzek,250000,36,1.84,Defensive Midfield,right,0.326027397260274,Fortuna Düsseldorf,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.03,0.03,0.01,0.04,0.0,0.4,0.18,44.4,0.0,0.0,17.5,0.0,0.0,0.0,0.03,0.03,0.08,-0.03,-0.03,26.08,31.67,82.4,561.62,134.71,8.53,9.92,86.0,11.93,14.11,84.5,5.23,6.74,77.5,0.0,0.01,0.27,2.5,0.18,0.0,2.5,31.67,30.77,0.89,0.8,0.0,6.79,1.88,0.13,0.0,0.0,0.0,0.0,19.03,6.3,6.34,1.88,25.64,2.68,0.09,0.4,26.08,0.04,0.63,0.45,0.45,0.76,0.67,0.04,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1.79,1.25,0.85,0.89,0.04,0.71,2.95,24.2,2.23,17.91,5.85,32.7,6.25,10.09,1.56,2.05,0.63,0.0,1.43,0.94,2.72,2.1,0.0,40.15,3.35,14.16,22.33,4.82,0.58,39.31,0.18,0.27,66.7,0.18,0.0,21.48,77.76,36.18,1.16,0.31,0.0,0.45,0.54,23.63,21.39,90.5,0.85,0.45,0.0,0.0,1.74,1.47,0.0,0.13,0.94,1.25,0.0,0.04,0.0,10.27,1.38,1.03,57.4
Adam Idah,3000000,21,1.9,Centre-Forward,right,2.32876712328767,Norwich City,Premier League,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.29,0.29,0.09,0.37,0.14,2.02,0.58,28.6,0.07,0.25,12.4,0.0,0.0,0.0,0.29,0.29,0.14,-0.14,-0.14,13.82,20.45,67.6,237.6,46.37,6.34,9.5,66.7,5.76,7.2,80.0,1.15,1.73,66.7,0.14,0.09,0.58,1.01,0.58,0.29,1.01,20.45,19.73,0.72,0.0,0.0,6.34,0.58,1.58,0.0,0.0,0.0,0.0,13.39,3.74,3.31,2.88,14.4,1.15,0.43,0.29,13.82,0.0,0.72,1.01,1.58,1.73,1.15,0.14,0.14,0.0,0.29,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.58,0.86,0.58,0.72,0.29,0.29,0.72,40.0,0.43,13.39,3.31,24.7,2.16,5.76,5.47,0.58,0.43,0.0,0.14,0.58,2.16,1.15,0.0,33.84,1.87,3.89,13.39,18.29,4.75,33.12,1.73,2.3,75.0,1.73,0.0,24.48,134.21,48.53,2.74,0.43,0.29,3.74,2.45,52.42,23.33,44.5,7.34,0.0,0.0,0.0,1.44,1.73,1.44,1.58,0.58,0.86,0.0,0.0,0.0,4.9,2.3,5.18,30.8
Adam Lallana,2500000,33,1.72,Attacking Midfield,both,1.32602739726027,Brighton & Hove Albion,Premier League,0.04,0.04,0.04,0.0,0.0,0.16,0.0,0.11,0.11,0.04,0.15,0.04,1.32,0.33,25.0,0.03,0.13,17.8,0.0,0.0,0.0,0.11,0.11,0.08,-0.07,-0.07,49.78,56.77,87.7,793.61,182.76,26.27,28.98,90.6,18.98,20.67,91.8,3.21,4.65,69.0,0.04,0.04,0.54,3.71,1.19,0.0,4.41,56.77,55.87,0.91,0.78,0.08,9.35,0.49,0.45,0.0,0.0,0.0,0.0,44.79,6.92,5.06,15.19,38.87,1.65,0.08,0.33,49.78,0.12,0.82,1.36,0.99,1.73,1.52,0.0,0.04,0.0,0.08,0.08,0.21,0.21,0.0,0.0,0.0,0.0,0.0,2.55,1.69,1.19,1.03,0.33,0.78,2.43,32.2,1.65,18.94,6.42,33.9,7.04,8.44,3.46,1.36,0.33,0.0,1.03,1.4,3.95,0.66,0.0,66.66,2.22,16.84,37.59,16.63,2.43,66.0,0.82,1.4,58.8,0.86,0.0,47.8,199.56,95.52,3.83,1.11,0.33,1.19,1.07,52.7,48.01,91.1,3.99,0.16,0.0,0.0,0.99,1.36,0.04,0.45,1.4,1.69,0.0,0.0,0.0,10.38,0.7,0.78,47.2
Adam Marušic,9000000,29,1.85,Right Midfield,right,0.326027397260274,SS Lazio,Serie A,0.02,0.0,0.02,0.0,0.0,0.15,0.02,0.0,0.0,0.02,0.03,0.02,0.2,0.05,25.0,0.13,0.5,18.7,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.02,53.54,60.99,87.8,922.18,314.38,25.93,28.05,92.4,21.71,24.33,89.2,5.08,7.03,72.3,0.0,0.02,0.3,3.53,0.47,0.17,3.06,60.99,54.87,6.12,1.11,0.02,6.29,0.74,0.72,0.0,0.0,0.0,0.0,45.57,7.97,7.45,7.4,44.8,2.66,5.01,0.3,53.54,0.12,0.57,1.11,0.84,0.64,0.62,0.0,0.02,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.28,0.69,0.69,0.49,0.1,0.57,1.33,42.6,0.76,8.59,2.47,28.7,4.02,3.18,1.38,1.83,0.35,0.0,1.48,1.85,3.13,2.47,0.02,69.45,4.47,26.03,37.48,10.98,0.72,63.55,0.57,1.06,53.5,0.62,0.02,46.16,230.55,116.15,4.27,1.48,0.1,0.47,0.69,48.48,46.11,95.1,1.36,0.15,0.02,0.02,1.01,0.49,0.02,0.72,1.85,0.69,0.0,0.02,0.02,8.56,1.6,0.79,67.0
Ádám Nagy,2000000,26,1.78,Defensive Midfield,right,3.32876712328767,Pisa Sporting Club,Serie A,0.0,0.0,0.0,0.0,0.0,0.28,0.09,0.02,0.02,0.05,0.06,0.0,0.55,0.18,33.3,0.0,0.0,24.6,0.0,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02,41.35,48.09,86.0,762.18,197.35,17.72,19.38,91.4,17.35,20.03,86.6,5.63,7.38,76.3,0.0,0.05,0.83,4.98,0.37,0.09,4.34,48.09,45.88,2.22,0.55,0.0,5.26,1.11,0.46,0.0,0.0,0.0,0.0,38.31,4.71,5.08,11.72,34.34,1.75,0.0,0.09,41.35,0.28,0.92,0.65,0.92,1.29,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,2.03,1.2,1.2,0.18,0.74,2.31,32.0,1.57,21.23,5.08,23.9,8.4,10.34,2.49,2.31,0.55,0.0,1.75,1.48,4.06,1.66,0.0,58.34,2.68,17.26,35.54,9.14,0.18,56.22,0.65,1.29,50.0,0.74,0.0,38.12,212.58,105.97,5.17,1.29,0.0,0.65,0.74,36.55,34.25,93.7,1.75,0.28,0.09,0.09,0.92,0.74,0.0,0.46,1.48,2.03,0.0,0.0,0.0,11.82,0.28,0.65,30.0
Adam Ounas,8000000,25,1.72,Right Winger,left,1.32602739726027,SSC Napoli,Serie A,0.34,0.27,0.34,0.0,0.0,0.07,0.0,0.18,0.18,0.31,0.5,0.34,2.46,0.82,33.3,0.14,0.42,16.8,0.0,0.0,0.0,0.18,0.18,0.08,0.16,0.16,32.14,40.69,79.0,653.87,158.59,12.65,15.39,82.2,13.47,15.66,86.0,5.68,8.0,70.9,0.27,0.31,2.26,2.74,2.26,0.41,4.31,40.69,38.09,2.6,0.75,0.27,7.73,2.67,1.85,1.44,0.75,0.34,0.07,29.82,5.06,5.81,32.96,6.57,0.55,0.14,0.07,32.14,0.0,0.82,1.03,1.5,4.31,3.01,0.27,0.68,0.07,0.27,0.0,0.62,0.34,0.07,0.14,0.07,0.0,0.0,1.16,0.62,0.27,0.68,0.21,0.34,0.82,41.7,0.48,15.39,3.08,20.0,3.42,7.45,4.51,1.16,0.14,0.0,1.03,0.68,1.85,0.34,0.0,55.26,0.68,7.32,29.41,25.44,4.45,52.86,3.9,5.68,68.7,4.1,0.21,47.53,290.79,183.35,7.39,3.08,1.64,2.39,2.8,53.28,42.26,79.3,5.81,0.07,0.0,0.0,1.57,2.8,0.62,1.85,0.68,0.62,0.0,0.0,0.0,6.43,0.55,1.44,27.6
